date,sku,sales,is_promo,discount,price
2024-09-26,SKU001,56,0,0,100.0
2024-09-27,SKU001,66,0,0,100.0
2024-09-28,SKU001,55,0,0,100.0
2024-09-29,SKU001,72,0,0,100.0
2024-09-30,SKU001,94,0,0,100.0
2024-10-01,SKU001,83,0,0,100.0
2024-10-02,SKU001,89,0,0,100.0
2024-10-03,SKU001,131,1,25,75.0
2024-10-04,SKU001,103,1,15,85.0
2024-10-05,SKU001,133,1,25,75.0
2024-10-06,SKU001,121,0,0,100.0
2024-10-07,SKU001,57,0,0,100.0
2024-10-08,SKU001,79,0,0,100.0
2024-10-09,SKU001,45,0,0,100.0
2024-10-10,SKU001,74,0,0,100.0
2024-10-11,SKU001,57,0,0,100.0
2024-10-12,SKU001,117,0,0,100.0
2024-10-13,SKU001,100,0,0,100.0
2024-10-14,SKU001,46,0,0,100.0
2024-10-15,SKU001,92,0,0,100.0
2024-10-16,SKU001,63,0,0,100.0
2024-10-17,SKU001,101,1,25,75.0
2024-10-18,SKU001,119,1,25,75.0
2024-10-19,SKU001,151,1,25,75.0
2024-10-20,SKU001,110,0,0,100.0
2024-10-21,SKU001,69,0,0,100.0
2024-10-22,SKU001,79,0,0,100.0
2024-10-23,SKU001,86,0,0,100.0
2024-10-24,SKU001,80,0,0,100.0
2024-10-25,SKU001,83,0,0,100.0
2024-10-26,SKU001,78,0,0,100.0
2024-10-27,SKU001,108,0,0,100.0
2024-10-28,SKU001,83,0,0,100.0
2024-10-29,SKU001,67,0,0,100.0
2024-10-30,SKU001,88,0,0,100.0
2024-10-31,SKU001,60,1,10,90.0
2024-11-01,SKU001,69,1,10,90.0
2024-11-02,SKU001,123,1,25,75.0
2024-11-03,SKU001,66,0,0,100.0
2024-11-04,SKU001,62,0,0,100.0
2024-11-05,SKU001,75,0,0,100.0
2024-11-06,SKU001,51,0,0,100.0
2024-11-07,SKU001,89,0,0,100.0
2024-11-08,SKU001,87,0,0,100.0
2024-11-09,SKU001,107,0,0,100.0
2024-11-10,SKU001,115,0,0,100.0
2024-11-11,SKU001,72,0,0,100.0
2024-11-12,SKU001,77,0,0,100.0
2024-11-13,SKU001,82,0,0,100.0
2024-11-14,SKU001,62,1,10,90.0
2024-11-15,SKU001,101,1,15,85.0
2024-11-16,SKU001,104,1,10,90.0
2024-11-17,SKU001,82,0,0,100.0
2024-11-18,SKU001,92,0,0,100.0
2024-11-19,SKU001,48,0,0,100.0
2024-11-20,SKU001,73,0,0,100.0
2024-11-21,SKU001,94,0,0,100.0
2024-11-22,SKU001,58,0,0,100.0
2024-11-23,SKU001,100,0,0,100.0
2024-11-24,SKU001,101,0,0,100.0
2024-11-25,SKU001,60,0,0,100.0
2024-11-26,SKU001,55,0,0,100.0
2024-11-27,SKU001,48,0,0,100.0
2024-11-28,SKU001,95,1,25,75.0
2024-11-29,SKU001,72,1,10,90.0
2024-11-30,SKU001,163,1,25,75.0
2024-12-01,SKU001,126,0,0,100.0
2024-12-02,SKU001,95,0,0,100.0
2024-12-03,SKU001,105,0,0,100.0
2024-12-04,SKU001,117,0,0,100.0
2024-12-05,SKU001,124,0,0,100.0
2024-12-06,SKU001,64,0,0,100.0
2024-12-07,SKU001,144,0,0,100.0
2024-12-08,SKU001,83,0,0,100.0
2024-12-09,SKU001,73,0,0,100.0
2024-12-10,SKU001,83,0,0,100.0
2024-12-11,SKU001,85,0,0,100.0
2024-12-12,SKU001,95,1,15,85.0
2024-12-13,SKU001,111,1,10,90.0
2024-12-14,SKU001,169,1,10,90.0
2024-12-15,SKU001,144,0,0,100.0
2024-12-16,SKU001,116,0,0,100.0
2024-12-17,SKU001,105,0,0,100.0
2024-12-18,SKU001,110,0,0,100.0
2024-12-19,SKU001,113,0,0,100.0
2024-12-20,SKU001,123,0,0,100.0
2024-12-21,SKU001,116,0,0,100.0
2024-12-22,SKU001,128,0,0,100.0
2024-12-23,SKU001,112,0,0,100.0
2024-12-24,SKU001,73,0,0,100.0
2024-12-25,SKU001,84,0,0,100.0
2024-12-26,SKU001,105,1,15,85.0
2024-12-27,SKU001,163,1,20,80.0
2024-12-28,SKU001,174,1,25,75.0
2024-12-29,SKU001,135,0,0,100.0
2024-12-30,SKU001,119,0,0,100.0
2024-12-31,SKU001,96,0,0,100.0
2025-01-01,SKU001,76,0,0,100.0
2025-01-02,SKU001,70,0,0,100.0
2025-01-03,SKU001,94,0,0,100.0
2025-01-04,SKU001,128,0,0,100.0
2025-01-05,SKU001,86,0,0,100.0
2025-01-06,SKU001,92,0,0,100.0
2025-01-07,SKU001,93,0,0,100.0
2025-01-08,SKU001,100,0,0,100.0
2025-01-09,SKU001,131,1,10,90.0
2025-01-10,SKU001,91,1,10,90.0
2025-01-11,SKU001,152,1,10,90.0
2025-01-12,SKU001,119,0,0,100.0
2025-01-13,SKU001,94,0,0,100.0
2025-01-14,SKU001,120,0,0,100.0
2025-01-15,SKU001,88,0,0,100.0
2025-01-16,SKU001,86,0,0,100.0
2025-01-17,SKU001,102,0,0,100.0
2025-01-18,SKU001,142,0,0,100.0
2025-01-19,SKU001,94,0,0,100.0
2025-01-20,SKU001,75,0,0,100.0
2025-01-21,SKU001,72,0,0,100.0
2025-01-22,SKU001,74,0,0,100.0
2025-01-23,SKU001,105,1,15,85.0
2025-01-24,SKU001,132,1,25,75.0
2025-01-25,SKU001,180,1,10,90.0
2025-01-26,SKU001,98,0,0,100.0
2025-01-27,SKU001,95,0,0,100.0
2025-01-28,SKU001,84,0,0,100.0
2025-01-29,SKU001,90,0,0,100.0
2025-01-30,SKU001,64,0,0,100.0
2025-01-31,SKU001,77,0,0,100.0
2025-02-01,SKU001,107,0,0,100.0
2025-02-02,SKU001,99,0,0,100.0
2025-02-03,SKU001,89,0,0,100.0
2025-02-04,SKU001,105,0,0,100.0
2025-02-05,SKU001,64,0,0,100.0
2025-02-06,SKU001,88,1,20,80.0
2025-02-07,SKU001,110,1,10,90.0
2025-02-08,SKU001,128,1,10,90.0
2025-02-09,SKU001,74,0,0,100.0
2025-02-10,SKU001,70,0,0,100.0
2025-02-11,SKU001,72,0,0,100.0
2025-02-12,SKU001,98,0,0,100.0
2025-02-13,SKU001,101,0,0,100.0
2025-02-14,SKU001,62,0,0,100.0
2025-02-15,SKU001,105,0,0,100.0
2025-02-16,SKU001,95,0,0,100.0
2025-02-17,SKU001,89,0,0,100.0
2025-02-18,SKU001,71,0,0,100.0
2025-02-19,SKU001,72,0,0,100.0
2025-02-20,SKU001,134,1,15,85.0
2025-02-21,SKU001,88,1,25,75.0
2025-02-22,SKU001,107,1,10,90.0
2025-02-23,SKU001,92,0,0,100.0
2025-02-24,SKU001,54,0,0,100.0
2025-02-25,SKU001,62,0,0,100.0
2025-02-26,SKU001,77,0,0,100.0
2025-02-27,SKU001,47,0,0,100.0
2025-02-28,SKU001,57,0,0,100.0
2025-03-01,SKU001,93,0,0,100.0
2025-03-02,SKU001,102,0,0,100.0
2025-03-03,SKU001,77,0,0,100.0
2025-03-04,SKU001,60,0,0,100.0
2025-03-05,SKU001,62,0,0,100.0
2025-03-06,SKU001,122,1,20,80.0
2025-03-07,SKU001,97,1,20,80.0
2025-03-08,SKU001,169,1,20,80.0
2025-03-09,SKU001,76,0,0,100.0
2025-03-10,SKU001,93,0,0,100.0
2025-03-11,SKU001,56,0,0,100.0
2025-03-12,SKU001,73,0,0,100.0
2025-03-13,SKU001,53,0,0,100.0
2025-03-14,SKU001,86,0,0,100.0
2025-03-15,SKU001,59,0,0,100.0
2025-03-16,SKU001,66,0,0,100.0
2025-03-17,SKU001,95,0,0,100.0
2025-03-18,SKU001,69,0,0,100.0
2025-03-19,SKU001,71,0,0,100.0
2025-03-20,SKU001,106,1,15,85.0
2025-03-21,SKU001,90,1,10,90.0
2025-03-22,SKU001,122,1,10,90.0
2025-03-23,SKU001,93,0,0,100.0
2025-03-24,SKU001,76,0,0,100.0
2025-03-25,SKU001,92,0,0,100.0
2025-03-26,SKU001,70,0,0,100.0
2025-03-27,SKU001,62,0,0,100.0
2025-03-28,SKU001,94,0,0,100.0
2025-03-29,SKU001,67,0,0,100.0
2025-03-30,SKU001,88,0,0,100.0
2025-03-31,SKU001,58,0,0,100.0
2025-04-01,SKU001,77,0,0,100.0
2025-04-02,SKU001,58,0,0,100.0
2025-04-03,SKU001,70,1,15,85.0
2025-04-04,SKU001,114,1,20,80.0
2025-04-05,SKU001,129,1,20,80.0
2025-04-06,SKU001,79,0,0,100.0
2025-04-07,SKU001,45,0,0,100.0
2025-04-08,SKU001,54,0,0,100.0
2025-04-09,SKU001,73,0,0,100.0
2025-04-10,SKU001,68,0,0,100.0
2025-04-11,SKU001,99,0,0,100.0
2025-04-12,SKU001,91,0,0,100.0
2025-04-13,SKU001,111,0,0,100.0
2025-04-14,SKU001,48,0,0,100.0
2025-04-15,SKU001,58,0,0,100.0
2025-04-16,SKU001,86,0,0,100.0
2025-04-17,SKU001,96,1,25,75.0
2025-04-18,SKU001,90,1,10,90.0
2025-04-19,SKU001,102,1,15,85.0
2025-04-20,SKU001,92,0,0,100.0
2025-04-21,SKU001,50,0,0,100.0
2025-04-22,SKU001,56,0,0,100.0
2025-04-23,SKU001,80,0,0,100.0
2025-04-24,SKU001,53,0,0,100.0
2025-04-25,SKU001,94,0,0,100.0
2025-04-26,SKU001,110,0,0,100.0
2025-04-27,SKU001,116,0,0,100.0
2025-04-28,SKU001,84,0,0,100.0
2025-04-29,SKU001,74,0,0,100.0
2025-04-30,SKU001,73,0,0,100.0
2025-05-01,SKU001,67,1,10,90.0
2025-05-02,SKU001,103,1,15,85.0
2025-05-03,SKU001,99,1,25,75.0
2025-05-04,SKU001,89,0,0,100.0
2025-05-05,SKU001,93,0,0,100.0
2025-05-06,SKU001,84,0,0,100.0
2025-05-07,SKU001,78,0,0,100.0
2025-05-08,SKU001,72,0,0,100.0
2025-05-09,SKU001,80,0,0,100.0
2025-05-10,SKU001,66,0,0,100.0
2025-05-11,SKU001,106,0,0,100.0
2025-05-12,SKU001,85,0,0,100.0
2025-05-13,SKU001,74,0,0,100.0
2025-05-14,SKU001,62,0,0,100.0
2025-05-15,SKU001,122,1,15,85.0
2025-05-16,SKU001,124,1,20,80.0
2025-05-17,SKU001,125,1,10,90.0
2025-05-18,SKU001,97,0,0,100.0
2025-05-19,SKU001,59,0,0,100.0
2025-05-20,SKU001,90,0,0,100.0
2025-05-21,SKU001,86,0,0,100.0
2025-05-22,SKU001,43,0,0,100.0
2025-05-23,SKU001,53,0,0,100.0
2025-05-24,SKU001,59,0,0,100.0
2025-05-25,SKU001,79,0,0,100.0
2025-05-26,SKU001,94,0,0,100.0
2025-05-27,SKU001,65,0,0,100.0
2025-05-28,SKU001,96,0,0,100.0
2025-05-29,SKU001,118,1,25,75.0
2025-05-30,SKU001,66,1,10,90.0
2025-05-31,SKU001,168,1,25,75.0
2025-06-01,SKU001,68,0,0,100.0
2025-06-02,SKU001,61,0,0,100.0
2025-06-03,SKU001,50,0,0,100.0
2025-06-04,SKU001,44,0,0,100.0
2025-06-05,SKU001,65,0,0,100.0
2025-06-06,SKU001,39,0,0,100.0
2025-06-07,SKU001,60,0,0,100.0
2025-06-08,SKU001,92,0,0,100.0
2025-06-09,SKU001,68,0,0,100.0
2025-06-10,SKU001,59,0,0,100.0
2025-06-11,SKU001,72,0,0,100.0
2025-06-12,SKU001,68,1,25,75.0
2025-06-13,SKU001,118,1,25,75.0
2025-06-14,SKU001,110,1,15,85.0
2025-06-15,SKU001,63,0,0,100.0
2025-06-16,SKU001,70,0,0,100.0
2025-06-17,SKU001,37,0,0,100.0
2025-06-18,SKU001,47,0,0,100.0
2025-06-19,SKU001,54,0,0,100.0
2025-06-20,SKU001,64,0,0,100.0
2025-06-21,SKU001,42,0,0,100.0
2025-06-22,SKU001,64,0,0,100.0
2025-06-23,SKU001,79,0,0,100.0
2025-06-24,SKU001,47,0,0,100.0
2025-06-25,SKU001,77,0,0,100.0
2025-06-26,SKU001,53,1,15,85.0
2025-06-27,SKU001,41,1,10,90.0
2025-06-28,SKU001,103,1,15,85.0
2025-06-29,SKU001,65,0,0,100.0
2025-06-30,SKU001,52,0,0,100.0
2025-07-01,SKU001,51,0,0,100.0
2025-07-02,SKU001,59,0,0,100.0
2025-07-03,SKU001,83,0,0,100.0
2025-07-04,SKU001,67,0,0,100.0
2025-07-05,SKU001,45,0,0,100.0
2025-07-06,SKU001,63,0,0,100.0
2025-07-07,SKU001,85,0,0,100.0
2025-07-08,SKU001,55,0,0,100.0
2025-07-09,SKU001,60,0,0,100.0
2025-07-10,SKU001,92,1,15,85.0
2025-07-11,SKU001,56,1,15,85.0
2025-07-12,SKU001,69,1,25,75.0
2025-07-13,SKU001,52,0,0,100.0
2025-07-14,SKU001,42,0,0,100.0
2025-07-15,SKU001,65,0,0,100.0
2025-07-16,SKU001,63,0,0,100.0
2025-07-17,SKU001,57,0,0,100.0
2025-07-18,SKU001,57,0,0,100.0
2025-07-19,SKU001,61,0,0,100.0
2025-07-20,SKU001,46,0,0,100.0
2025-07-21,SKU001,36,0,0,100.0
2025-07-22,SKU001,40,0,0,100.0
2025-07-23,SKU001,46,0,0,100.0
2025-07-24,SKU001,89,1,15,85.0
2025-07-25,SKU001,71,1,10,90.0
2025-07-26,SKU001,102,1,10,90.0
2025-07-27,SKU001,75,0,0,100.0
2025-07-28,SKU001,45,0,0,100.0
2025-07-29,SKU001,71,0,0,100.0
2025-07-30,SKU001,79,0,0,100.0
2025-07-31,SKU001,50,0,0,100.0
2025-08-01,SKU001,84,0,0,100.0
2025-08-02,SKU001,95,0,0,100.0
2025-08-03,SKU001,73,0,0,100.0
2025-08-04,SKU001,73,0,0,100.0
2025-08-05,SKU001,65,0,0,100.0
2025-08-06,SKU001,53,0,0,100.0
2025-08-07,SKU001,77,1,15,85.0
2025-08-08,SKU001,102,1,20,80.0
2025-08-09,SKU001,113,1,20,80.0
2025-08-10,SKU001,90,0,0,100.0
2025-08-11,SKU001,59,0,0,100.0
2025-08-12,SKU001,90,0,0,100.0
2025-08-13,SKU001,82,0,0,100.0
2025-08-14,SKU001,77,0,0,100.0
2025-08-15,SKU001,68,0,0,100.0
2025-08-16,SKU001,95,0,0,100.0
2025-08-17,SKU001,76,0,0,100.0
2025-08-18,SKU001,84,0,0,100.0
2025-08-19,SKU001,69,0,0,100.0
2025-08-20,SKU001,90,0,0,100.0
2025-08-21,SKU001,104,1,15,85.0
2025-08-22,SKU001,86,1,25,75.0
2025-08-23,SKU001,90,1,10,90.0
2025-08-24,SKU001,109,0,0,100.0
2025-08-25,SKU001,79,0,0,100.0
2025-08-26,SKU001,86,0,0,100.0
2025-08-27,SKU001,98,0,0,100.0
2025-08-28,SKU001,64,0,0,100.0
2025-08-29,SKU001,87,0,0,100.0
2025-08-30,SKU001,87,0,0,100.0
2025-08-31,SKU001,105,0,0,100.0
2025-09-01,SKU001,103,0,0,100.0
2025-09-02,SKU001,73,0,0,100.0
2025-09-03,SKU001,64,0,0,100.0
2025-09-04,SKU001,68,1,20,80.0
2025-09-05,SKU001,103,1,20,80.0
2025-09-06,SKU001,158,1,15,85.0
2025-09-07,SKU001,78,0,0,100.0
2025-09-08,SKU001,66,0,0,100.0
2025-09-09,SKU001,87,0,0,100.0
2025-09-10,SKU001,67,0,0,100.0
2025-09-11,SKU001,61,0,0,100.0
2025-09-12,SKU001,76,0,0,100.0
2025-09-13,SKU001,79,0,0,100.0
2025-09-14,SKU001,104,0,0,100.0
2025-09-15,SKU001,69,0,0,100.0
2025-09-16,SKU001,51,0,0,100.0
2025-09-17,SKU001,92,0,0,100.0
2025-09-18,SKU001,93,1,15,85.0
2025-09-19,SKU001,85,1,25,75.0
2025-09-20,SKU001,102,1,25,75.0
2025-09-21,SKU001,63,0,0,100.0
2025-09-22,SKU001,91,0,0,100.0
2025-09-23,SKU001,69,0,0,100.0
2025-09-24,SKU001,72,0,0,100.0
2025-09-25,SKU001,88,0,0,100.0
2025-09-26,SKU001,59,0,0,100.0
2025-09-27,SKU001,87,0,0,100.0
2025-09-28,SKU001,109,0,0,100.0
2025-09-29,SKU001,76,0,0,100.0
2025-09-30,SKU001,85,0,0,100.0
2025-10-01,SKU001,59,0,0,100.0
2025-10-02,SKU001,121,1,25,75.0
2025-10-03,SKU001,129,1,25,75.0
2025-10-04,SKU001,96,1,20,80.0
2025-10-05,SKU001,99,0,0,100.0
2025-10-06,SKU001,60,0,0,100.0
2025-10-07,SKU001,107,0,0,100.0
2025-10-08,SKU001,74,0,0,100.0
2025-10-09,SKU001,86,0,0,100.0
2025-10-10,SKU001,91,0,0,100.0
2025-10-11,SKU001,71,0,0,100.0
2025-10-12,SKU001,103,0,0,100.0
2025-10-13,SKU001,87,0,0,100.0
2025-10-14,SKU001,72,0,0,100.0
2025-10-15,SKU001,57,0,0,100.0
2025-10-16,SKU001,63,1,10,90.0
2025-10-17,SKU001,80,1,10,90.0
2025-10-18,SKU001,82,1,10,90.0
2025-10-19,SKU001,76,0,0,100.0
2025-10-20,SKU001,84,0,0,100.0
2025-10-21,SKU001,60,0,0,100.0
2025-10-22,SKU001,49,0,0,100.0
2025-10-23,SKU001,47,0,0,100.0
2025-10-24,SKU001,74,0,0,100.0
2025-10-25,SKU001,96,0,0,100.0
2025-10-26,SKU001,54,0,0,100.0
2025-10-27,SKU001,56,0,0,100.0
2025-10-28,SKU001,69,0,0,100.0
2025-10-29,SKU001,54,0,0,100.0
2025-10-30,SKU001,72,1,25,75.0
2025-10-31,SKU001,134,1,15,85.0
2025-11-01,SKU001,86,1,20,80.0
2025-11-02,SKU001,97,0,0,100.0
2025-11-03,SKU001,54,0,0,100.0
2025-11-04,SKU001,96,0,0,100.0
2025-11-05,SKU001,63,0,0,100.0
2025-11-06,SKU001,88,0,0,100.0
2025-11-07,SKU001,80,0,0,100.0
2025-11-08,SKU001,83,0,0,100.0
2025-11-09,SKU001,77,0,0,100.0
2025-11-10,SKU001,60,0,0,100.0
2025-11-11,SKU001,102,0,0,100.0
2025-11-12,SKU001,46,0,0,100.0
2025-11-13,SKU001,107,1,25,75.0
2025-11-14,SKU001,67,1,20,80.0
2025-11-15,SKU001,81,1,15,85.0
2025-11-16,SKU001,72,0,0,100.0
2025-11-17,SKU001,92,0,0,100.0
2025-11-18,SKU001,57,0,0,100.0
2025-11-19,SKU001,107,0,0,100.0
2025-11-20,SKU001,75,0,0,100.0
2025-11-21,SKU001,68,0,0,100.0
2025-11-22,SKU001,68,0,0,100.0
2025-11-23,SKU001,86,0,0,100.0
2025-11-24,SKU001,75,0,0,100.0
2025-11-25,SKU001,104,0,0,100.0
2025-11-26,SKU001,68,0,0,100.0
2025-11-27,SKU001,123,1,25,75.0
2025-11-28,SKU001,71,1,15,85.0
2025-11-29,SKU001,100,1,15,85.0
2025-11-30,SKU001,78,0,0,100.0
2025-12-01,SKU001,135,0,0,100.0
2025-12-02,SKU001,121,0,0,100.0
2025-12-03,SKU001,120,0,0,100.0
2025-12-04,SKU001,80,0,0,100.0
2025-12-05,SKU001,65,0,0,100.0
2025-12-06,SKU001,93,0,0,100.0
2025-12-07,SKU001,77,0,0,100.0
2025-12-08,SKU001,116,0,0,100.0
2025-12-09,SKU001,102,0,0,100.0
2025-12-10,SKU001,100,0,0,100.0
2025-12-11,SKU001,175,1,25,75.0
2025-12-12,SKU001,172,1,20,80.0
2025-12-13,SKU001,140,1,15,85.0
2025-12-14,SKU001,125,0,0,100.0
2025-12-15,SKU001,83,0,0,100.0
2025-12-16,SKU001,80,0,0,100.0
2025-12-17,SKU001,68,0,0,100.0
2025-12-18,SKU001,90,0,0,100.0
2025-12-19,SKU001,103,0,0,100.0
2025-12-20,SKU001,120,0,0,100.0
2025-12-21,SKU001,115,0,0,100.0
2025-12-22,SKU001,109,0,0,100.0
2025-12-23,SKU001,74,0,0,100.0
2025-12-24,SKU001,87,0,0,100.0
2025-12-25,SKU001,120,1,20,80.0
2025-12-26,SKU001,128,1,25,75.0
2025-12-27,SKU001,151,1,10,90.0
2025-12-28,SKU001,139,0,0,100.0
2025-12-29,SKU001,71,0,0,100.0
2025-12-30,SKU001,81,0,0,100.0
2025-12-31,SKU001,72,0,0,100.0
2023-01-01,SKU002,131,0,0,100.0
2023-01-02,SKU002,102,0,0,100.0
2023-01-03,SKU002,81,0,0,100.0
2023-01-04,SKU002,97,0,0,100.0
2023-01-05,SKU002,67,0,0,100.0
2023-01-06,SKU002,86,0,0,100.0
2023-01-07,SKU002,154,0,0,100.0
2023-01-08,SKU002,114,0,0,100.0
2023-01-09,SKU002,125,0,0,100.0
2023-01-10,SKU002,82,0,0,100.0
2023-01-11,SKU002,117,0,0,100.0
2023-01-12,SKU002,133,1,20,80.0
2023-01-13,SKU002,174,1,25,75.0
2023-01-14,SKU002,160,1,15,85.0
2023-01-15,SKU002,95,0,0,100.0
2023-01-16,SKU002,111,0,0,100.0
2023-01-17,SKU002,111,0,0,100.0
2023-01-18,SKU002,116,0,0,100.0
2023-01-19,SKU002,99,0,0,100.0
2023-01-20,SKU002,117,0,0,100.0
2023-01-21,SKU002,73,0,0,100.0
2023-01-22,SKU002,104,0,0,100.0
2023-01-23,SKU002,60,0,0,100.0
2023-01-24,SKU002,137,0,0,100.0
2023-01-25,SKU002,106,0,0,100.0
2023-01-26,SKU002,127,1,15,85.0
2023-01-27,SKU002,159,1,15,85.0
2023-01-28,SKU002,169,1,10,90.0
2023-01-29,SKU002,107,0,0,100.0
2023-01-30,SKU002,68,0,0,100.0
2023-01-31,SKU002,77,0,0,100.0
2023-02-01,SKU002,54,0,0,100.0
2023-02-02,SKU002,81,0,0,100.0
2023-02-03,SKU002,71,0,0,100.0
2023-02-04,SKU002,79,0,0,100.0
2023-02-05,SKU002,84,0,0,100.0
2023-02-06,SKU002,65,0,0,100.0
2023-02-07,SKU002,59,0,0,100.0
2023-02-08,SKU002,64,0,0,100.0
2023-02-09,SKU002,69,1,25,75.0
2023-02-10,SKU002,100,1,10,90.0
2023-02-11,SKU002,134,1,25,75.0
2023-02-12,SKU002,116,0,0,100.0
2023-02-13,SKU002,56,0,0,100.0
2023-02-14,SKU002,94,0,0,100.0
2023-02-15,SKU002,81,0,0,100.0
2023-02-16,SKU002,95,0,0,100.0
2023-02-17,SKU002,95,0,0,100.0
2023-02-18,SKU002,83,0,0,100.0
2023-02-19,SKU002,74,0,0,100.0
2023-02-20,SKU002,105,0,0,100.0
2023-02-21,SKU002,59,0,0,100.0
2023-02-22,SKU002,86,0,0,100.0
2023-02-23,SKU002,69,1,15,85.0
2023-02-24,SKU002,101,1,20,80.0
2023-02-25,SKU002,142,1,20,80.0
2023-02-26,SKU002,72,0,0,100.0
2023-02-27,SKU002,91,0,0,100.0
2023-02-28,SKU002,53,0,0,100.0
2023-03-01,SKU002,90,0,0,100.0
2023-03-02,SKU002,78,0,0,100.0
2023-03-03,SKU002,63,0,0,100.0
2023-03-04,SKU002,93,0,0,100.0
2023-03-05,SKU002,90,0,0,100.0
2023-03-06,SKU002,88,0,0,100.0
2023-03-07,SKU002,55,0,0,100.0
2023-03-08,SKU002,49,0,0,100.0
2023-03-09,SKU002,77,1,20,80.0
2023-03-10,SKU002,76,1,15,85.0
2023-03-11,SKU002,109,1,25,75.0
2023-03-12,SKU002,109,0,0,100.0
2023-03-13,SKU002,65,0,0,100.0
2023-03-14,SKU002,75,0,0,100.0
2023-03-15,SKU002,58,0,0,100.0
2023-03-16,SKU002,86,0,0,100.0
2023-03-17,SKU002,85,0,0,100.0
2023-03-18,SKU002,120,0,0,100.0
2023-03-19,SKU002,80,0,0,100.0
2023-03-20,SKU002,104,0,0,100.0
2023-03-21,SKU002,53,0,0,100.0
2023-03-22,SKU002,53,0,0,100.0
2023-03-23,SKU002,100,1,20,80.0
2023-03-24,SKU002,93,1,20,80.0
2023-03-25,SKU002,103,1,25,75.0
2023-03-26,SKU002,92,0,0,100.0
2023-03-27,SKU002,57,0,0,100.0
2023-03-28,SKU002,87,0,0,100.0
2023-03-29,SKU002,104,0,0,100.0
2023-03-30,SKU002,55,0,0,100.0
2023-03-31,SKU002,62,0,0,100.0
2023-04-01,SKU002,114,0,0,100.0
2023-04-02,SKU002,95,0,0,100.0
2023-04-03,SKU002,63,0,0,100.0
2023-04-04,SKU002,97,0,0,100.0
2023-04-05,SKU002,92,0,0,100.0
2023-04-06,SKU002,75,1,25,75.0
2023-04-07,SKU002,104,1,25,75.0
2023-04-08,SKU002,124,1,10,90.0
2023-04-09,SKU002,83,0,0,100.0
2023-04-10,SKU002,82,0,0,100.0
2023-04-11,SKU002,76,0,0,100.0
2023-04-12,SKU002,84,0,0,100.0
2023-04-13,SKU002,79,0,0,100.0
2023-04-14,SKU002,52,0,0,100.0
2023-04-15,SKU002,108,0,0,100.0
2023-04-16,SKU002,102,0,0,100.0
2023-04-17,SKU002,52,0,0,100.0
2023-04-18,SKU002,90,0,0,100.0
2023-04-19,SKU002,70,0,0,100.0
2023-04-20,SKU002,95,1,25,75.0
2023-04-21,SKU002,122,1,25,75.0
2023-04-22,SKU002,101,1,10,90.0
2023-04-23,SKU002,67,0,0,100.0
2023-04-24,SKU002,83,0,0,100.0
2023-04-25,SKU002,95,0,0,100.0
2023-04-26,SKU002,64,0,0,100.0
2023-04-27,SKU002,73,0,0,100.0
2023-04-28,SKU002,87,0,0,100.0
2023-04-29,SKU002,73,0,0,100.0
2023-04-30,SKU002,73,0,0,100.0
2023-05-01,SKU002,55,0,0,100.0
2023-05-02,SKU002,77,0,0,100.0
2023-05-03,SKU002,60,0,0,100.0
2023-05-04,SKU002,108,1,10,90.0
2023-05-05,SKU002,113,1,25,75.0
2023-05-06,SKU002,131,1,25,75.0
2023-05-07,SKU002,92,0,0,100.0
2023-05-08,SKU002,87,0,0,100.0
2023-05-09,SKU002,70,0,0,100.0
2023-05-10,SKU002,89,0,0,100.0
2023-05-11,SKU002,58,0,0,100.0
2023-05-12,SKU002,93,0,0,100.0
2023-05-13,SKU002,68,0,0,100.0
2023-05-14,SKU002,64,0,0,100.0
2023-05-15,SKU002,85,0,0,100.0
2023-05-16,SKU002,55,0,0,100.0
2023-05-17,SKU002,48,0,0,100.0
2023-05-18,SKU002,135,1,25,75.0
2023-05-19,SKU002,110,1,10,90.0
2023-05-20,SKU002,76,1,20,80.0
2023-05-21,SKU002,97,0,0,100.0
2023-05-22,SKU002,66,0,0,100.0
2023-05-23,SKU002,97,0,0,100.0
2023-05-24,SKU002,80,0,0,100.0
2023-05-25,SKU002,85,0,0,100.0
2023-05-26,SKU002,66,0,0,100.0
2023-05-27,SKU002,99,0,0,100.0
2023-05-28,SKU002,107,0,0,100.0
2023-05-29,SKU002,89,0,0,100.0
2023-05-30,SKU002,90,0,0,100.0
2023-05-31,SKU002,92,0,0,100.0
2023-06-01,SKU002,83,1,20,80.0
2023-06-02,SKU002,82,1,25,75.0
2023-06-03,SKU002,72,1,15,85.0
2023-06-04,SKU002,65,0,0,100.0
2023-06-05,SKU002,49,0,0,100.0
2023-06-06,SKU002,64,0,0,100.0
2023-06-07,SKU002,52,0,0,100.0
2023-06-08,SKU002,49,0,0,100.0
2023-06-09,SKU002,78,0,0,100.0
2023-06-10,SKU002,85,0,0,100.0
2023-06-11,SKU002,52,0,0,100.0
2023-06-12,SKU002,73,0,0,100.0
2023-06-13,SKU002,48,0,0,100.0
2023-06-14,SKU002,47,0,0,100.0
2023-06-15,SKU002,61,1,15,85.0
2023-06-16,SKU002,55,1,20,80.0
2023-06-17,SKU002,144,1,25,75.0
2023-06-18,SKU002,67,0,0,100.0
2023-06-19,SKU002,53,0,0,100.0
2023-06-20,SKU002,68,0,0,100.0
2023-06-21,SKU002,72,0,0,100.0
2023-06-22,SKU002,41,0,0,100.0
