date,sku,sales,is_promo,discount,price,day_of_week,month,year,day_of_month,is_weekend,is_holiday,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_std_7,days_since_promo,promo_freq_28
2024-08-27,SKU001,64,0,0,100.0,1,8,2024,27,0,0,58.0,80.0,46.0,49.0,93.0,81.0,29.26317367158469,0,0.21428571428571427
2024-08-28,SKU001,53,0,0,100.0,2,8,2024,28,0,0,64.0,67.0,60.0,64.0,90.71428571428571,82.28571428571429,31.01996285036604,1,0.21428571428571427
2024-08-29,SKU001,84,0,0,100.0,3,8,2024,29,0,0,53.0,111.0,67.0,75.0,88.71428571428571,81.78571428571429,33.17988489890759,2,0.21428571428571427
2024-08-30,SKU001,77,0,0,100.0,4,8,2024,30,0,0,84.0,139.0,75.0,66.0,84.85714285714286,83.0,31.69347236381941,3,0.21428571428571427
2024-08-31,SKU001,97,0,0,100.0,5,8,2024,31,1,0,77.0,115.0,103.0,71.0,76.0,83.14285714285714,20.84866102814906,4,0.21428571428571427
2024-09-01,SKU001,96,0,0,100.0,6,9,2024,1,1,0,97.0,81.0,76.0,74.0,73.42857142857143,82.71428571428571,15.714718608755797,5,0.21428571428571427
2024-09-02,SKU001,104,0,0,100.0,0,9,2024,2,0,0,96.0,58.0,56.0,64.0,75.57142857142857,84.14285714285714,17.80315648845383,6,0.21428571428571427
2024-09-03,SKU001,64,0,0,100.0,1,9,2024,3,0,0,104.0,64.0,80.0,57.0,82.14285714285714,87.57142857142857,18.70319555074796,7,0.21428571428571427
2024-09-04,SKU001,91,0,0,100.0,2,9,2024,4,0,0,64.0,53.0,67.0,76.0,82.14285714285714,86.42857142857143,18.70319555074796,8,0.21428571428571427
2024-09-05,SKU001,71,1,15,85.0,3,9,2024,5,0,0,91.0,84.0,111.0,87.0,87.57142857142857,88.14285714285714,13.673053095500482,8,0.21428571428571427
2024-09-06,SKU001,78,1,25,75.0,4,9,2024,6,0,0,71.0,77.0,139.0,109.0,85.71428571428571,85.28571428571429,15.052289811567642,8,0.21428571428571427
2024-09-07,SKU001,77,1,10,90.0,5,9,2024,7,1,0,78.0,97.0,115.0,78.0,85.85714285714286,80.92857142857143,14.960264830861727,8,0.21428571428571427
2024-09-08,SKU001,69,0,0,100.0,6,9,2024,8,1,0,77.0,96.0,81.0,79.0,83.0,78.21428571428571,14.37590576856503,9,0.21428571428571427
2024-09-09,SKU001,64,0,0,100.0,0,9,2024,9,0,0,69.0,104.0,58.0,56.0,79.14285714285714,77.35714285714286,13.921548901236482,10,0.21428571428571427
2024-09-10,SKU001,49,0,0,100.0,1,9,2024,10,0,0,64.0,64.0,64.0,46.0,73.42857142857143,77.78571428571429,9.536895771286185,11,0.21428571428571427
2024-09-11,SKU001,99,0,0,100.0,2,9,2024,11,0,0,49.0,91.0,53.0,60.0,71.28571428571429,76.71428571428571,13.047532151257213,12,0.21428571428571427
2024-09-12,SKU001,83,0,0,100.0,3,9,2024,12,0,0,99.0,71.0,84.0,67.0,72.42857142857143,80.0,15.229982959687653,13,0.21428571428571427
2024-09-13,SKU001,45,0,0,100.0,4,9,2024,13,0,0,83.0,78.0,77.0,75.0,74.14285714285714,79.92857142857143,15.710172621887992,0,0.21428571428571427
2024-09-14,SKU001,83,0,0,100.0,5,9,2024,14,1,0,45.0,77.0,97.0,103.0,69.42857142857143,77.64285714285714,18.972411047422952,1,0.21428571428571427
2024-09-15,SKU001,103,0,0,100.0,6,9,2024,15,1,0,83.0,69.0,96.0,76.0,70.28571428571429,76.64285714285714,19.499694747305423,2,0.21428571428571427
2024-09-16,SKU001,48,0,0,100.0,0,9,2024,16,0,0,103.0,64.0,104.0,56.0,75.14285714285714,77.14285714285714,23.039303891600518,3,0.21428571428571427
2024-09-17,SKU001,91,0,0,100.0,1,9,2024,17,0,0,48.0,49.0,64.0,80.0,72.85714285714286,73.14285714285714,25.03616431903096,4,0.21428571428571427
2024-09-18,SKU001,76,0,0,100.0,2,9,2024,18,0,0,91.0,99.0,91.0,67.0,78.85714285714286,75.07142857142857,23.34115515156691,5,0.21428571428571427
2024-09-19,SKU001,69,1,15,85.0,3,9,2024,19,0,0,76.0,83.0,71.0,111.0,75.57142857142857,74.0,21.585930161852556,5,0.21428571428571427
2024-09-20,SKU001,101,1,25,75.0,4,9,2024,20,0,0,69.0,45.0,78.0,139.0,73.57142857142857,73.85714285714286,21.43095224869183,5,0.21428571428571427
2024-09-21,SKU001,118,1,20,80.0,5,9,2024,21,1,0,101.0,83.0,77.0,115.0,81.57142857142857,75.5,19.337848405455436,5,0.21428571428571427
2024-09-22,SKU001,86,0,0,100.0,6,9,2024,22,1,0,118.0,103.0,69.0,81.0,86.57142857142857,78.42857142857143,23.782746847642336,6,0.21428571428571427
2024-09-23,SKU001,77,0,0,100.0,0,9,2024,23,0,0,86.0,48.0,64.0,58.0,84.14285714285714,79.64285714285714,22.66736693596144,7,0.21428571428571427
2024-09-24,SKU001,91,0,0,100.0,1,9,2024,24,0,0,77.0,91.0,49.0,64.0,88.28571428571429,80.57142857142857,16.86924505042897,8,0.21428571428571427
2024-09-25,SKU001,62,0,0,100.0,2,9,2024,25,0,0,91.0,76.0,99.0,53.0,88.28571428571429,83.57142857142857,16.86924505042897,9,0.21428571428571427
2024-09-26,SKU001,56,0,0,100.0,3,9,2024,26,0,0,62.0,69.0,83.0,84.0,86.28571428571429,80.92857142857143,19.232908305941557,10,0.21428571428571427
2024-09-27,SKU001,66,0,0,100.0,4,9,2024,27,0,0,56.0,101.0,45.0,77.0,84.42857142857143,79.0,21.6553083781408,11,0.21428571428571427
2024-09-28,SKU001,55,0,0,100.0,5,9,2024,28,1,0,66.0,118.0,83.0,97.0,79.42857142857143,80.5,21.227789513254603,12,0.21428571428571427
2024-09-29,SKU001,72,0,0,100.0,6,9,2024,29,1,0,55.0,86.0,103.0,96.0,70.42857142857143,78.5,14.408991901553803,13,0.21428571428571427
2024-09-30,SKU001,94,0,0,100.0,0,9,2024,30,0,0,72.0,77.0,48.0,104.0,68.42857142857143,76.28571428571429,12.765280292746283,0,0.21428571428571427
2024-10-01,SKU001,83,0,0,100.0,1,10,2024,1,0,0,94.0,91.0,91.0,64.0,70.85714285714286,79.57142857142857,15.899985025449528,1,0.21428571428571427
2024-10-02,SKU001,89,0,0,100.0,2,10,2024,2,0,0,83.0,62.0,76.0,91.0,69.71428571428571,79.0,14.43045720821384,2,0.21428571428571427
2024-10-03,SKU001,131,1,25,75.0,3,10,2024,3,0,0,89.0,56.0,69.0,71.0,73.57142857142857,79.92857142857143,15.58692981162025,2,0.21428571428571427
2024-10-04,SKU001,103,1,15,85.0,4,10,2024,4,0,0,131.0,66.0,101.0,78.0,84.28571428571429,84.35714285714286,24.642201509566654,2,0.21428571428571427
2024-10-05,SKU001,133,1,25,75.0,5,10,2024,5,1,0,103.0,55.0,118.0,77.0,89.57142857142857,84.5,24.02677078355948,2,0.21428571428571427
2024-10-06,SKU001,121,0,0,100.0,6,10,2024,6,1,0,133.0,72.0,86.0,69.0,100.71428571428571,85.57142857142857,23.40024419896982,3,0.21428571428571427
2024-10-07,SKU001,57,0,0,100.0,0,10,2024,7,0,0,121.0,94.0,77.0,64.0,107.71428571428571,88.07142857142857,20.53220466904175,4,0.21428571428571427
2024-10-08,SKU001,79,0,0,100.0,1,10,2024,8,0,0,57.0,83.0,91.0,49.0,102.42857142857143,86.64285714285714,28.040786620309106,5,0.21428571428571427
2024-10-09,SKU001,45,0,0,100.0,2,10,2024,9,0,0,79.0,89.0,62.0,99.0,101.85714285714286,85.78571428571429,28.539029249015854,6,0.21428571428571427
2024-10-10,SKU001,74,0,0,100.0,3,10,2024,10,0,0,45.0,131.0,56.0,83.0,95.57142857142857,84.57142857142857,35.77176327243375,7,0.21428571428571427
2024-10-11,SKU001,57,0,0,100.0,4,10,2024,11,0,0,74.0,103.0,66.0,45.0,87.42857142857143,85.85714285714286,32.72031551832961,8,0.21428571428571427
2024-10-12,SKU001,117,0,0,100.0,5,10,2024,12,1,0,57.0,133.0,55.0,83.0,80.85714285714286,85.21428571428571,33.67703753513441,9,0.21428571428571427
2024-10-13,SKU001,100,0,0,100.0,6,10,2024,13,1,0,117.0,121.0,72.0,103.0,78.57142857142857,89.64285714285714,29.87673087235353,10,0.21428571428571427
2024-10-14,SKU001,46,0,0,100.0,0,10,2024,14,0,0,100.0,57.0,94.0,48.0,75.57142857142857,91.64285714285714,25.663574334434458,11,0.21428571428571427
2024-10-15,SKU001,92,0,0,100.0,1,10,2024,15,0,0,46.0,79.0,83.0,91.0,74.0,88.21428571428571,27.276363393971636,12,0.21428571428571427
2024-10-16,SKU001,63,0,0,100.0,2,10,2024,16,0,0,92.0,45.0,89.0,76.0,75.85714285714286,88.85714285714286,28.103550021474497,13,0.21428571428571427
2024-10-17,SKU001,101,1,25,75.0,3,10,2024,17,0,0,63.0,74.0,131.0,69.0,78.42857142857143,87.0,25.513768458469166,13,0.21428571428571427
2024-10-18,SKU001,119,1,25,75.0,4,10,2024,18,0,0,101.0,57.0,103.0,101.0,82.28571428571429,84.85714285714286,26.743935672187252,13,0.21428571428571427
2024-10-19,SKU001,151,1,25,75.0,5,10,2024,19,1,0,119.0,117.0,133.0,118.0,91.14285714285714,86.0,27.23618041887513,13,0.21428571428571427
2024-10-20,SKU001,110,0,0,100.0,6,10,2024,20,1,0,151.0,100.0,121.0,86.0,96.0,87.28571428571429,34.641016151377436,0,0.21428571428571427
2024-10-21,SKU001,69,0,0,100.0,0,10,2024,21,0,0,110.0,46.0,57.0,77.0,97.42857142857143,86.5,35.03739498905476,1,0.21428571428571427
2024-10-22,SKU001,79,0,0,100.0,1,10,2024,22,0,0,69.0,92.0,79.0,91.0,100.71428571428571,87.35714285714286,30.148047397878916,2,0.21428571428571427
2024-10-23,SKU001,86,0,0,100.0,2,10,2024,23,0,0,79.0,63.0,45.0,62.0,98.85714285714286,87.35714285714286,31.157816415941536,3,0.21428571428571427
2024-10-24,SKU001,80,0,0,100.0,3,10,2024,24,0,0,86.0,101.0,74.0,56.0,102.14285714285714,90.28571428571429,27.7754602207809,4,0.21428571428571427
2024-10-25,SKU001,83,0,0,100.0,4,10,2024,25,0,0,80.0,119.0,57.0,66.0,99.14285714285714,90.71428571428571,29.025440401071997,5,0.21428571428571427
2024-10-26,SKU001,78,0,0,100.0,5,10,2024,26,1,0,83.0,151.0,117.0,55.0,94.0,92.57142857142857,28.095076674273844,6,0.21428571428571427
2024-10-27,SKU001,108,0,0,100.0,6,10,2024,27,1,0,78.0,110.0,100.0,72.0,83.57142857142857,89.78571428571429,12.791366135759024,7,0.21428571428571427
2024-10-28,SKU001,83,0,0,100.0,0,10,2024,28,0,0,108.0,69.0,46.0,94.0,83.28571428571429,90.35714285714286,12.106668764421686,8,0.21428571428571427
2024-10-29,SKU001,67,0,0,100.0,1,10,2024,29,0,0,83.0,79.0,92.0,83.0,85.28571428571429,93.0,10.387721689800733,9,0.21428571428571427
2024-10-30,SKU001,88,0,0,100.0,2,10,2024,30,0,0,67.0,86.0,63.0,89.0,83.57142857142857,91.21428571428571,12.394315133118194,10,0.21428571428571427
2024-10-31,SKU001,60,1,10,90.0,3,10,2024,31,0,0,88.0,80.0,101.0,131.0,83.85714285714286,93.0,12.482368517613907,10,0.21428571428571427
2024-11-01,SKU001,69,1,10,90.0,4,11,2024,1,0,0,60.0,83.0,119.0,103.0,81.0,90.07142857142857,15.448840301675148,10,0.21428571428571427
2024-11-02,SKU001,123,1,25,75.0,5,11,2024,2,1,0,69.0,78.0,151.0,133.0,79.0,86.5,16.041612554021164,10,0.21428571428571427
2024-11-03,SKU001,66,0,0,100.0,6,11,2024,3,1,0,123.0,108.0,110.0,121.0,85.42857142857143,84.5,23.05686552025323,11,0.21428571428571427
2024-11-04,SKU001,62,0,0,100.0,0,11,2024,4,0,0,66.0,83.0,69.0,57.0,79.42857142857143,81.35714285714286,21.624501095263298,12,0.21428571428571427
2024-11-05,SKU001,75,0,0,100.0,1,11,2024,5,0,0,62.0,67.0,79.0,79.0,76.42857142857143,80.85714285714286,22.485974464519973,13,0.21428571428571427
2024-11-06,SKU001,51,0,0,100.0,2,11,2024,6,0,0,75.0,88.0,86.0,45.0,77.57142857142857,80.57142857142857,22.127337110891677,0,0.21428571428571427
2024-11-07,SKU001,89,0,0,100.0,3,11,2024,7,0,0,51.0,60.0,80.0,74.0,72.28571428571429,78.07142857142857,23.59176611810625,1,0.21428571428571427
2024-11-08,SKU001,87,0,0,100.0,4,11,2024,8,0,0,89.0,69.0,83.0,57.0,76.42857142857143,78.71428571428571,23.621015663014525,2,0.21428571428571427
2024-11-09,SKU001,107,0,0,100.0,5,11,2024,9,1,0,87.0,123.0,78.0,117.0,79.0,79.0,23.657275131905255,3,0.21428571428571427
2024-11-10,SKU001,115,0,0,100.0,6,11,2024,10,1,0,107.0,66.0,108.0,100.0,76.71428571428571,81.07142857142857,19.01503164792068,4,0.21428571428571427
2024-11-11,SKU001,72,0,0,100.0,0,11,2024,11,0,0,115.0,62.0,83.0,46.0,83.71428571428571,81.57142857142857,23.012419007384327,5,0.21428571428571427
2024-11-12,SKU001,77,0,0,100.0,1,11,2024,12,0,0,72.0,75.0,67.0,92.0,85.14285714285714,80.78571428571429,21.713502492140346,6,0.21428571428571427
2024-11-13,SKU001,82,0,0,100.0,2,11,2024,13,0,0,77.0,51.0,88.0,63.0,85.42857142857143,81.5,21.570482476887452,7,0.21428571428571427
2024-11-14,SKU001,62,1,10,90.0,3,11,2024,14,0,0,82.0,89.0,60.0,101.0,89.85714285714286,81.07142857142857,15.710172621887937,7,0.21428571428571427
2024-11-15,SKU001,101,1,15,85.0,4,11,2024,15,0,0,62.0,87.0,69.0,119.0,86.0,81.21428571428571,18.93849694845557,7,0.21428571428571427
2024-11-16,SKU001,104,1,10,90.0,5,11,2024,16,1,0,101.0,107.0,123.0,151.0,88.0,83.5,19.782146833276897,7,0.21428571428571427
2024-11-17,SKU001,82,0,0,100.0,6,11,2024,17,1,0,104.0,115.0,66.0,110.0,87.57142857142857,82.14285714285714,19.32922780710708,8,0.21428571428571427
2024-11-18,SKU001,92,0,0,100.0,0,11,2024,18,0,0,82.0,72.0,62.0,69.0,82.85714285714286,83.28571428571429,15.082313830317462,9,0.21428571428571427
2024-11-19,SKU001,48,0,0,100.0,1,11,2024,19,0,0,92.0,77.0,75.0,79.0,85.71428571428571,85.42857142857143,14.568393708233227,10,0.21428571428571427
2024-11-20,SKU001,73,0,0,100.0,2,11,2024,20,0,0,48.0,82.0,51.0,86.0,81.57142857142857,83.5,20.411248066177695,11,0.21428571428571427
2024-11-21,SKU001,94,0,0,100.0,3,11,2024,21,0,0,73.0,62.0,89.0,80.0,80.28571428571429,85.07142857142857,20.66167374403045,12,0.21428571428571427
2024-11-22,SKU001,58,0,0,100.0,4,11,2024,22,0,0,94.0,101.0,87.0,83.0,84.85714285714286,85.42857142857143,19.445895637456545,13,0.21428571428571427
2024-11-23,SKU001,100,0,0,100.0,5,11,2024,23,1,0,58.0,104.0,107.0,78.0,78.71428571428571,83.35714285714286,20.270785922227027,0,0.21428571428571427
2024-11-24,SKU001,101,0,0,100.0,6,11,2024,24,1,0,100.0,82.0,115.0,108.0,78.14285714285714,82.85714285714286,19.480148625618494,1,0.21428571428571427
2024-11-25,SKU001,60,0,0,100.0,0,11,2024,25,0,0,101.0,92.0,72.0,83.0,80.85714285714286,81.85714285714286,21.341888165675158,2,0.21428571428571427
2024-11-26,SKU001,55,0,0,100.0,1,11,2024,26,0,0,60.0,48.0,77.0,67.0,76.28571428571429,81.0,21.975094127324184,3,0.21428571428571427
2024-11-27,SKU001,48,0,0,100.0,2,11,2024,27,0,0,55.0,73.0,82.0,88.0,77.28571428571429,79.42857142857143,20.588947566710583,4,0.21428571428571427
2024-11-28,SKU001,95,1,25,75.0,3,11,2024,28,0,0,48.0,94.0,62.0,60.0,73.71428571428571,77.0,23.428716608144768,4,0.21428571428571427
2024-11-29,SKU001,72,1,10,90.0,4,11,2024,29,0,0,95.0,58.0,101.0,69.0,73.85714285714286,79.35714285714286,23.575612904217788,4,0.21428571428571427
2024-11-30,SKU001,163,1,25,75.0,5,11,2024,30,1,0,72.0,100.0,104.0,123.0,75.85714285714286,77.28571428571429,22.578961973694007,4,0.21428571428571427
2024-12-01,SKU001,126,0,0,100.0,6,12,2024,1,1,1,163.0,101.0,82.0,66.0,84.85714285714286,81.5,39.797104465143164,5,0.21428571428571427
2024-12-02,SKU001,95,0,0,100.0,0,12,2024,2,0,0,126.0,60.0,92.0,62.0,88.42857142857143,84.64285714285714,42.51610339176253,6,0.21428571428571427
2024-12-03,SKU001,105,0,0,100.0,1,12,2024,3,0,0,95.0,55.0,48.0,75.0,93.42857142857143,84.85714285714286,40.63191333117816,7,0.21428571428571427
2024-12-04,SKU001,117,0,0,100.0,2,12,2024,4,0,0,105.0,48.0,73.0,51.0,100.57142857142857,88.92857142857143,36.98133377285139,8,0.21428571428571427
2024-12-05,SKU001,124,0,0,100.0,3,12,2024,5,0,0,117.0,95.0,94.0,89.0,110.42857142857143,92.07142857142857,28.95892000090883,9,0.21428571428571427
2024-12-06,SKU001,64,0,0,100.0,4,12,2024,6,0,0,124.0,72.0,58.0,87.0,114.57142857142857,94.21428571428571,28.45380550328965,10,0.21428571428571427
2024-12-07,SKU001,144,0,0,100.0,5,12,2024,7,1,0,64.0,163.0,100.0,107.0,113.42857142857143,94.64285714285714,30.533354127670012,11,0.21428571428571427
2024-12-08,SKU001,83,0,0,100.0,6,12,2024,8,1,0,144.0,126.0,101.0,115.0,110.71428571428571,97.78571428571429,25.882518461400768,12,0.21428571428571427
2024-12-09,SKU001,73,0,0,100.0,0,12,2024,9,0,0,83.0,95.0,60.0,72.0,104.57142857142857,96.5,26.738593473710843,13,0.21428571428571427
2024-12-10,SKU001,83,0,0,100.0,1,12,2024,10,0,0,73.0,105.0,55.0,77.0,101.42857142857143,97.42857142857143,29.22816645439303,0,0.21428571428571427
2024-12-11,SKU001,85,0,0,100.0,2,12,2024,11,0,0,83.0,117.0,48.0,82.0,98.28571428571429,99.42857142857143,29.95393288431567,1,0.21428571428571427
2024-12-12,SKU001,95,1,15,85.0,3,12,2024,12,0,0,85.0,124.0,95.0,62.0,93.71428571428571,102.07142857142857,29.050038931208938,1,0.21428571428571427
2024-12-13,SKU001,111,1,10,90.0,4,12,2024,13,0,0,95.0,64.0,72.0,101.0,89.57142857142857,102.07142857142857,25.90918204586374,1,0.21428571428571427
2024-12-14,SKU001,169,1,10,90.0,5,12,2024,14,1,0,111.0,144.0,163.0,104.0,96.28571428571429,104.85714285714286,24.212354186201882,1,0.21428571428571427
2024-12-15,SKU001,144,0,0,100.0,6,12,2024,15,1,0,169.0,83.0,126.0,82.0,99.85714285714286,105.28571428571429,32.75885921613952,2,0.21428571428571427
2024-12-16,SKU001,116,0,0,100.0,0,12,2024,16,0,0,144.0,73.0,95.0,92.0,108.57142857142857,106.57142857142857,35.52396910470973,3,0.21428571428571427
2024-12-17,SKU001,105,0,0,100.0,1,12,2024,17,0,0,116.0,83.0,105.0,48.0,114.71428571428571,108.07142857142857,31.878489538215018,4,0.21428571428571427
2024-12-18,SKU001,110,0,0,100.0,2,12,2024,18,0,0,105.0,85.0,117.0,73.0,117.85714285714286,108.07142857142857,29.20290266068619,5,0.21428571428571427
2024-12-19,SKU001,113,0,0,100.0,3,12,2024,19,0,0,110.0,95.0,124.0,94.0,121.42857142857143,107.57142857142857,25.851222684540517,6,0.21428571428571427
2024-12-20,SKU001,123,0,0,100.0,4,12,2024,20,0,0,113.0,111.0,64.0,58.0,124.0,106.78571428571429,23.579652245102924,7,0.21428571428571427
2024-12-21,SKU001,116,0,0,100.0,5,12,2024,21,1,0,123.0,169.0,144.0,100.0,125.71428571428571,111.0,22.90352437009238,8,0.21428571428571427
2024-12-22,SKU001,128,0,0,100.0,6,12,2024,22,1,0,116.0,144.0,83.0,101.0,118.14285714285714,109.0,12.694205652298448,9,0.21428571428571427
2024-12-23,SKU001,112,0,0,100.0,0,12,2024,23,0,0,128.0,116.0,73.0,60.0,115.85714285714286,112.21428571428571,7.733661733584746,10,0.21428571428571427
2024-12-24,SKU001,73,0,0,100.0,1,12,2024,24,0,0,112.0,105.0,83.0,55.0,115.28571428571429,115.0,7.867957924693754,11,0.21428571428571427
2024-12-25,SKU001,84,0,0,100.0,2,12,2024,25,0,0,73.0,110.0,85.0,48.0,110.71428571428571,114.28571428571429,17.82988395657,12,0.21428571428571427
2024-12-26,SKU001,105,1,15,85.0,3,12,2024,26,0,0,84.0,113.0,95.0,95.0,107.0,114.21428571428571,20.510160083886667,12,0.21428571428571427
2024-12-27,SKU001,163,1,20,80.0,4,12,2024,27,0,0,105.0,123.0,111.0,72.0,105.85714285714286,114.92857142857143,20.342308713848468,12,0.21428571428571427
2024-12-28,SKU001,174,1,25,75.0,5,12,2024,28,1,0,163.0,116.0,169.0,163.0,111.57142857142857,118.64285714285714,29.511902360782692,12,0.21428571428571427
2024-12-29,SKU001,135,0,0,100.0,6,12,2024,29,1,0,174.0,128.0,144.0,126.0,119.85714285714286,119.0,37.90966706715908,13,0.21428571428571427
2024-12-30,SKU001,119,0,0,100.0,0,12,2024,30,0,0,135.0,112.0,116.0,95.0,120.85714285714286,118.35714285714286,38.251050405745005,0,0.21428571428571427
2024-12-31,SKU001,96,0,0,100.0,1,12,2024,31,0,1,119.0,73.0,105.0,105.0,121.85714285714286,118.57142857142857,38.07198695203835,1,0.21428571428571427
2025-01-01,SKU001,76,0,0,100.0,2,1,2025,1,0,1,96.0,84.0,110.0,117.0,125.14285714285714,117.92857142857143,33.91867023449147,2,0.21428571428571427
2025-01-02,SKU001,70,0,0,100.0,3,1,2025,2,0,0,76.0,105.0,113.0,124.0,124.0,115.5,35.627704575699525,3,0.21428571428571427
2025-01-03,SKU001,94,0,0,100.0,4,1,2025,3,0,0,70.0,163.0,123.0,64.0,119.0,112.42857142857143,40.81666326391696,4,0.21428571428571427
2025-01-04,SKU001,128,0,0,100.0,5,1,2025,4,1,0,94.0,174.0,116.0,144.0,109.14285714285714,110.35714285714286,36.52592034628077,5,0.21428571428571427
2025-01-05,SKU001,86,0,0,100.0,6,1,2025,5,1,0,128.0,135.0,128.0,83.0,102.57142857142857,111.21428571428571,25.33677921426425,6,0.21428571428571427
2025-01-06,SKU001,92,0,0,100.0,0,1,2025,6,0,0,86.0,119.0,112.0,73.0,95.57142857142857,108.21428571428571,21.337425202814604,7,0.21428571428571427
2025-01-07,SKU001,93,0,0,100.0,1,1,2025,7,0,1,92.0,96.0,73.0,83.0,91.71428571428571,106.78571428571429,18.670067717376472,8,0.21428571428571427
2025-01-08,SKU001,100,0,0,100.0,2,1,2025,8,0,0,93.0,76.0,84.0,85.0,91.28571428571429,108.21428571428571,18.589551596835875,9,0.21428571428571427
2025-01-09,SKU001,131,1,10,90.0,3,1,2025,9,0,0,100.0,70.0,105.0,95.0,94.71428571428571,109.35714285714286,17.480601493410415,9,0.21428571428571427
2025-01-10,SKU001,91,1,10,90.0,4,1,2025,10,0,0,131.0,94.0,163.0,111.0,103.42857142857143,111.21428571428571,18.292595431459127,9,0.21428571428571427
2025-01-11,SKU001,152,1,10,90.0,5,1,2025,11,1,0,91.0,128.0,174.0,169.0,103.0,106.07142857142857,18.583146486354917,9,0.21428571428571427
2025-01-12,SKU001,119,0,0,100.0,6,1,2025,12,1,0,152.0,86.0,135.0,144.0,106.42857142857143,104.5,25.05232619177386,10,0.21428571428571427
2025-01-13,SKU001,94,0,0,100.0,0,1,2025,13,0,0,119.0,92.0,119.0,116.0,111.14285714285714,103.35714285714286,23.63210084770671,11,0.21428571428571427
2025-01-14,SKU001,120,0,0,100.0,1,1,2025,14,0,0,94.0,93.0,96.0,105.0,111.42857142857143,101.57142857142857,23.37275581281985,12,0.21428571428571427
2025-01-15,SKU001,88,0,0,100.0,2,1,2025,15,0,0,120.0,100.0,76.0,110.0,115.28571428571429,103.28571428571429,22.012983182009144,13,0.21428571428571427
2025-01-16,SKU001,86,0,0,100.0,3,1,2025,16,0,0,88.0,131.0,70.0,113.0,113.57142857142857,104.14285714285714,23.796758482736752,0,0.21428571428571427
2025-01-17,SKU001,102,0,0,100.0,4,1,2025,17,0,0,86.0,91.0,94.0,123.0,107.14285714285714,105.28571428571429,24.375045787502593,1,0.21428571428571427
2025-01-18,SKU001,142,0,0,100.0,5,1,2025,18,1,0,102.0,152.0,128.0,116.0,108.71428571428571,105.85714285714286,23.499746705828247,2,0.21428571428571427
2025-01-19,SKU001,94,0,0,100.0,6,1,2025,19,1,0,142.0,119.0,86.0,128.0,107.28571428571429,106.85714285714286,20.54843291441189,3,0.21428571428571427
2025-01-20,SKU001,75,0,0,100.0,0,1,2025,20,0,0,94.0,94.0,92.0,112.0,103.71428571428571,107.42857142857143,20.344649466254104,4,0.21428571428571427
2025-01-21,SKU001,72,0,0,100.0,1,1,2025,21,0,0,75.0,120.0,93.0,73.0,101.0,106.21428571428571,22.95648056649782,5,0.21428571428571427
2025-01-22,SKU001,74,0,0,100.0,2,1,2025,22,0,0,72.0,88.0,100.0,84.0,94.14285714285714,104.71428571428571,23.497720254161912,6,0.21428571428571427
2025-01-23,SKU001,105,1,15,85.0,3,1,2025,23,0,0,74.0,86.0,131.0,105.0,92.14285714285714,102.85714285714286,24.6740658143225,6,0.21428571428571427
2025-01-24,SKU001,132,1,25,75.0,4,1,2025,24,0,0,105.0,102.0,91.0,163.0,94.85714285714286,101.0,24.929424190626307,6,0.21428571428571427
2025-01-25,SKU001,180,1,10,90.0,5,1,2025,25,1,0,132.0,142.0,152.0,174.0,99.14285714285714,103.92857142857143,28.661405940326496,6,0.21428571428571427
2025-01-26,SKU001,98,0,0,100.0,6,1,2025,26,1,0,180.0,94.0,119.0,135.0,104.57142857142857,105.92857142857143,39.63103641868376,7,0.21428571428571427
2025-01-27,SKU001,95,0,0,100.0,0,1,2025,27,0,0,98.0,75.0,94.0,119.0,105.14285714285714,104.42857142857143,39.48176191369269,8,0.21428571428571427
2025-01-28,SKU001,84,0,0,100.0,1,1,2025,28,0,0,95.0,72.0,120.0,96.0,108.0,104.5,37.616485747607925,9,0.21428571428571427
2025-01-29,SKU001,90,0,0,100.0,2,1,2025,29,0,0,84.0,74.0,88.0,76.0,109.71428571428571,101.92857142857143,35.938439428715014,10,0.21428571428571427
2025-01-30,SKU001,64,0,0,100.0,3,1,2025,30,0,0,90.0,105.0,86.0,70.0,112.0,102.07142857142857,33.72931464863547,11,0.21428571428571427
2025-01-31,SKU001,77,0,0,100.0,4,1,2025,31,0,0,64.0,132.0,102.0,94.0,106.14285714285714,100.5,38.38588530275394,12,0.21428571428571427
2025-02-01,SKU001,107,0,0,100.0,5,2,2025,1,1,0,77.0,180.0,142.0,128.0,98.28571428571429,98.71428571428571,37.8361127571454,13,0.21428571428571427
2025-02-02,SKU001,99,0,0,100.0,6,2,2025,2,1,0,107.0,98.0,94.0,86.0,87.85714285714286,96.21428571428571,14.299517141364785,0,0.21428571428571427
2025-02-03,SKU001,89,0,0,100.0,0,2,2025,3,0,0,99.0,95.0,75.0,92.0,88.0,96.57142857142857,14.422205101855775,1,0.21428571428571427
2025-02-04,SKU001,105,0,0,100.0,1,2,2025,4,0,0,89.0,84.0,72.0,93.0,87.14285714285714,97.57142857142857,14.111798508441513,2,0.21428571428571427
2025-02-05,SKU001,64,0,0,100.0,2,2,2025,5,0,0,105.0,90.0,74.0,100.0,90.14285714285714,99.92857142857143,15.49654339337813,3,0.21428571428571427
2025-02-06,SKU001,88,1,20,80.0,3,2,2025,6,0,0,64.0,64.0,105.0,131.0,86.42857142857143,99.21428571428571,18.383481197868267,3,0.21428571428571427
